Filename,Input Type,CPU Time,Memory
szymanski.5.prop1-func-interl.yml,C,138.237505469s,1700376576B
telephony.1.prop1-back-serstep.yml,C,49.827171173s,1107832832B
telephony.1.prop1-func-interl.yml,C,68.18392438s,740302848B
telephony.2.prop1-back-serstep.yml,C,46.9254391s,1462411264B
telephony.2.prop1-func-interl.yml,C,109.839621618s,919314432B
telephony.3.prop1-back-serstep.yml,C,86.722922284s,1558888448B
telephony.3.prop1-func-interl.yml,C,55.541303427s,1241268224B
telephony.4.prop1-back-serstep.yml,C,179.720931807s,1381621760B
telephony.4.prop1-func-interl.yml,C,112.602866335s,1375604736B
telephony.5.prop1-back-serstep.yml,C,226.163378491s,6011314176B
telephony.5.prop1-func-interl.yml,C,114.982926469s,1995513856B
telephony.6.prop1-back-serstep.yml,C,143.676212134s,1342922752B
telephony.6.prop1-func-interl.yml,C,152.469869474s,3175538688B
telephony.7.prop1-func-interl.yml,C,113.055503846s,1821298688B
telephony.8.prop1-back-serstep.yml,C,103.313771569s,3958071296B
telephony.8.prop1-func-interl.yml,C,147.863052738s,1403617280B
train-gate.1.prop1-back-serstep.yml,C,31.506313746s,446222336B
train-gate.1.prop1-func-interl.yml,C,18.194965543s,478343168B
train-gate.2.prop1-back-serstep.yml,C,25.129244085s,969445376B
train-gate.2.prop1-func-interl.yml,C,22.637752964s,702734336B
train-gate.3.prop1-back-serstep.yml,C,30.696972702s,833458176B
train-gate.3.prop1-func-interl.yml,C,36.917804868s,759226368B
train-gate.4.prop1-back-serstep.yml,C,99.477429374s,921075712B
train-gate.4.prop1-func-interl.yml,C,30.902568753s,1174249472B
train-gate.5.prop1-back-serstep.yml,C,110.725462035s,883765248B
train-gate.5.prop1-func-interl.yml,C,64.472114454s,641847296B
train-gate.6.prop1-back-serstep.yml,C,110.317720554s,1033580544B
train-gate.6.prop1-func-interl.yml,C,79.529885816s,804839424B
train-gate.7.prop1-back-serstep.yml,C,88.585379905s,1396875264B
train-gate.7.prop1-func-interl.yml,C,62.869927631s,1291149312B
count2.yml,C,2.904373298s,116219904B
count4.yml,C,3.620558626s,110264320B
factorial4even.yml,C,6.81428253s,113217536B
recount4.yml,C,2.952375258s,112771072B
twocount2.yml,C,7.266547389s,114364416B
twocount32.yml,C,4.175062708s,112885760B
Huffman_dec.yml,C,11.843039965s,284028928B
Huffman_enc.yml,C,7.188696247s,208859136B
